GO.ID	Term	Annotated	Significant	Expected	test
GO:0007474	imaginal disc-derived wing vein specific...	39	6	1.54	0.00388
GO:0048583	regulation of response to stimulus	729	65	28.75	0.00396
GO:0007431	salivary gland development	95	10	3.75	0.00405
GO:0031589	cell-substrate adhesion	28	5	1.1	0.00429
GO:0051254	positive regulation of RNA metabolic pro...	332	31	13.09	0.00435
GO:0045926	negative regulation of growth	96	10	3.79	0.00436
GO:0007591	molting cycle, chitin-based cuticle	67	8	2.64	0.00457
GO:0007480	imaginal disc-derived leg morphogenesis	68	8	2.68	0.00501
GO:0051017	actin filament bundle assembly	29	5	1.14	0.00502
GO:0080134	regulation of response to stress	182	15	7.18	0.00535
GO:0009617	response to bacterium	86	11	3.39	0.00563
GO:0032147	activation of protein kinase activity	42	6	1.66	0.00565
GO:0016049	cell growth	132	12	5.21	0.00572
GO:0016203	muscle attachment	30	5	1.18	0.00583
GO:0035152	regulation of tube architecture, open tr...	70	8	2.76	0.00598
GO:0008038	neuron recognition	85	9	3.35	0.00604
GO:0001933	negative regulation of protein phosphory...	56	7	2.21	0.00609
GO:0001752	compound eye photoreceptor fate commitme...	43	6	1.7	0.00636
GO:0022404	molting cycle process	43	6	1.7	0.00636
GO:0008344	adult locomotory behavior	71	8	2.8	0.00652
GO:0045807	positive regulation of endocytosis	31	5	1.22	0.00673
GO:0065009	regulation of molecular function	519	37	20.47	0.00688
GO:0008285	negative regulation of cell proliferatio...	72	8	2.84	0.00709
GO:0030111	regulation of Wnt signaling pathway	72	8	2.84	0.00709
GO:0034329	cell junction assembly	58	7	2.29	0.00739
GO:0051172	negative regulation of nitrogen compound...	441	32	17.39	0.00744
GO:0048859	formation of anatomical boundary	45	6	1.77	0.00795
GO:0010605	negative regulation of macromolecule met...	546	37	21.53	0.00798
GO:0007507	heart development	89	9	3.51	0.00813
GO:0008360	regulation of cell shape	55	10	2.17	0.00829
GO:0007379	segment specification	21	4	0.83	0.00833
GO:0009996	negative regulation of cell fate specifi...	21	4	0.83	0.00833
GO:0032388	positive regulation of intracellular tra...	21	4	0.83	0.00833
GO:0090100	positive regulation of transmembrane rec...	21	4	0.83	0.00833
GO:0090101	negative regulation of transmembrane rec...	21	4	0.83	0.00833
GO:0090288	negative regulation of cellular response...	21	4	0.83	0.00833
GO:0050953	sensory perception of light stimulus	33	5	1.3	0.00882
GO:0035222	wing disc pattern formation	60	7	2.37	0.00888
GO:0007293	germarium-derived egg chamber formation	75	8	2.96	0.00903
GO:0042742	defense response to bacterium	76	8	3	0.00976
GO:0002805	regulation of antimicrobial peptide bios...	22	4	0.87	0.00987
GO:0032102	negative regulation of response to exter...	22	4	0.87	0.00987
GO:0042692	muscle cell differentiation	108	10	4.26	0.00992
GO:0031324	negative regulation of cellular metaboli...	471	33	18.57	0.01000
GO:0009966	regulation of signal transduction	604	56	23.82	0.01004
GO:1902680	positive regulation of RNA biosynthetic ...	312	29	12.3	0.01016
GO:1903508	positive regulation of nucleic acid-temp...	312	29	12.3	0.01016
GO:0007350	blastoderm segmentation	160	13	6.31	0.01035
GO:0048638	regulation of developmental growth	196	15	7.73	0.01039
GO:0048608	reproductive structure development	77	8	3.04	0.01053
GO:0061458	reproductive system development	77	8	3.04	0.01053
GO:0046620	regulation of organ growth	48	6	1.89	0.01086
GO:1905952	regulation of lipid localization	35	5	1.38	0.01132
GO:0035332	positive regulation of hippo signaling	23	4	0.91	0.01159
GO:0007229	integrin-mediated signaling pathway	23	4	0.91	0.01159
GO:0007097	nuclear migration	23	4	0.91	0.01159
GO:1902903	regulation of supramolecular fiber organ...	79	8	3.12	0.01220
GO:0098727	maintenance of cell number	72	11	2.84	0.01222
GO:0019827	stem cell population maintenance	72	11	2.84	0.01222
GO:0045333	cellular respiration	64	7	2.52	0.01250
GO:0009968	negative regulation of signal transducti...	268	25	10.57	0.01310
GO:0051094	positive regulation of developmental pro...	183	14	7.22	0.01311
GO:0009887	animal organ morphogenesis	596	66	23.5	0.01323
GO:0010669	epithelial structure maintenance	24	4	0.95	0.01348
GO:0010469	regulation of signaling receptor activit...	24	4	0.95	0.01348
GO:0043406	positive regulation of MAP kinase activi...	24	4	0.95	0.01348
GO:0043901	negative regulation of multi-organism pr...	24	4	0.95	0.01348
GO:0010628	positive regulation of gene expression	372	32	14.67	0.01373
GO:0051252	regulation of RNA metabolic process	923	73	36.4	0.01374
GO:0032956	regulation of actin cytoskeleton organiz...	81	8	3.19	0.01407
GO:0048806	genitalia development	37	5	1.46	0.01426
GO:0032869	cellular response to insulin stimulus	51	6	2.01	0.01446
GO:0048871	multicellular organismal homeostasis	66	7	2.6	0.01466
GO:0000122	negative regulation of transcription by ...	132	11	5.21	0.01484
GO:0007264	small GTPase mediated signal transductio...	138	15	5.44	0.01525
GO:0003382	epithelial cell morphogenesis	25	4	0.99	0.01556
GO:0006469	negative regulation of protein kinase ac...	25	4	0.99	0.01556
GO:0032970	regulation of actin filament-based proce...	83	8	3.27	0.01613
GO:1901701	cellular response to oxygen-containing c...	117	10	4.61	0.01679
GO:0006366	transcription by RNA polymerase II	551	45	21.73	0.01698
GO:0051240	positive regulation of multicellular org...	189	14	7.45	0.01699
GO:2000027	regulation of animal organ morphogenesis	84	8	3.31	0.01724
GO:0032868	response to insulin	53	6	2.09	0.01727
GO:0010259	multicellular organism aging	118	10	4.65	0.01773
GO:0046330	positive regulation of JNK cascade	26	4	1.03	0.01784
GO:1901653	cellular response to peptide	54	6	2.13	0.01881
GO:0071375	cellular response to peptide hormone sti...	54	6	2.13	0.01881
GO:0007629	flight behavior	15	3	0.59	0.01941
GO:0048259	regulation of receptor-mediated endocyto...	15	3	0.59	0.01941
GO:0048056	R3/R4 cell differentiation	15	3	0.59	0.01941
GO:0010646	regulation of cell communication	694	59	27.37	0.01957
GO:0045216	cell-cell junction organization	70	7	2.76	0.01977
GO:0017157	regulation of exocytosis	27	4	1.06	0.02031
GO:0033673	negative regulation of kinase activity	27	4	1.06	0.02031
GO:0048477	oogenesis	456	43	17.98	0.02086
GO:0071902	positive regulation of protein serine/th...	41	5	1.62	0.02158
GO:0008589	regulation of smoothened signaling pathw...	41	5	1.62	0.02158
GO:0023051	regulation of signaling	698	59	27.53	0.02163
GO:0044093	positive regulation of molecular functio...	260	21	10.25	0.02214
GO:0001894	tissue homeostasis	56	6	2.21	0.02215
GO:0032879	regulation of localization	390	28	15.38	0.02251
GO:0007517	muscle organ development	87	11	3.43	0.02257
GO:0070304	positive regulation of stress-activated ...	28	4	1.1	0.02298
GO:0051647	nucleus localization	28	4	1.1	0.02298
GO:0007485	imaginal disc-derived male genitalia dev...	28	4	1.1	0.02298
GO:0032874	positive regulation of stress-activated ...	28	4	1.1	0.02298
GO:0010951	negative regulation of endopeptidase act...	28	4	1.1	0.02298
GO:0071456	cellular response to hypoxia	28	4	1.1	0.02298
GO:0060966	regulation of gene silencing by RNA	16	3	0.63	0.02321
GO:0007449	proximal/distal pattern formation, imagi...	16	3	0.63	0.02321
GO:0007432	salivary gland boundary specification	16	3	0.63	0.02321
GO:0008362	chitin-based embryonic cuticle biosynthe...	16	3	0.63	0.02321
GO:0019731	antibacterial humoral response	16	3	0.63	0.02321
GO:0006357	regulation of transcription by RNA polym...	519	43	20.47	0.02321
GO:0000578	embryonic axis specification	106	9	4.18	0.02360
GO:0070507	regulation of microtubule cytoskeleton o...	42	5	1.66	0.02374
GO:0043434	response to peptide hormone	57	6	2.25	0.02397
GO:0046328	regulation of JNK cascade	57	6	2.25	0.02397
GO:0031327	negative regulation of cellular biosynth...	316	20	12.46	0.02423
GO:0009890	negative regulation of biosynthetic proc...	317	20	12.5	0.02497
GO:0007568	aging	125	10	4.93	0.02542
GO:0007167	enzyme linked receptor protein signaling...	222	25	8.75	0.02543
GO:0007268	chemical synaptic transmission	238	16	9.39	0.02558
GO:0007484	imaginal disc-derived genitalia developm...	29	4	1.14	0.02585
GO:0030539	male genitalia development	29	4	1.14	0.02585
GO:0036294	cellular response to decreased oxygen le...	29	4	1.14	0.02585
GO:0110116	regulation of compound eye photoreceptor...	29	4	1.14	0.02585
GO:1901652	response to peptide	58	6	2.29	0.02588
GO:0098609	cell-cell adhesion	108	9	4.26	0.02628
GO:0030514	negative regulation of BMP signaling pat...	17	3	0.67	0.02737
GO:0031110	regulation of microtubule polymerization...	17	3	0.67	0.02737
GO:0009826	unidimensional cell growth	17	3	0.67	0.02737
GO:0072583	clathrin-dependent endocytosis	17	3	0.67	0.02737
GO:0007265	Ras protein signal transduction	114	13	4.5	0.02757
GO:0009948	anterior/posterior axis specification	109	9	4.3	0.02769
GO:0070302	regulation of stress-activated protein k...	59	6	2.33	0.02790
GO:0032872	regulation of stress-activated MAPK casc...	59	6	2.33	0.02790
GO:0042461	photoreceptor cell development	93	11	3.67	0.02795
GO:0007169	transmembrane receptor protein tyrosine ...	164	12	6.47	0.02832
GO:2000113	negative regulation of cellular macromol...	301	19	11.87	0.02834
GO:0042051	compound eye photoreceptor development	77	10	3.04	0.02851
GO:0072499	photoreceptor cell axon guidance	30	4	1.18	0.02893
GO:0010466	negative regulation of peptidase activit...	30	4	1.18	0.02893
GO:0014706	striated muscle tissue development	30	4	1.18	0.02893
GO:0071453	cellular response to oxygen levels	30	4	1.18	0.02893
GO:0015980	energy derivation by oxidation of organi...	93	8	3.67	0.02981
GO:0045893	positive regulation of transcription, DN...	296	27	11.67	0.02988
GO:0098916	anterograde trans-synaptic signaling	243	16	9.58	0.03027
GO:0060968	regulation of gene silencing	45	5	1.77	0.03101
GO:0035215	genital disc development	45	5	1.77	0.03101
GO:0099537	trans-synaptic signaling	244	16	9.62	0.03128
GO:0007292	female gamete generation	489	44	19.28	0.03168
GO:0007160	cell-matrix adhesion	18	3	0.71	0.03191
GO:0035690	cellular response to drug	18	3	0.71	0.03191
GO:0050829	defense response to Gram-negative bacter...	31	4	1.22	0.03222
GO:0045185	maintenance of protein location	31	4	1.22	0.03222
GO:0060537	muscle tissue development	31	4	1.22	0.03222
GO:0071417	cellular response to organonitrogen comp...	61	6	2.41	0.03223
GO:0099536	synaptic signaling	245	16	9.66	0.03232
GO:0001738	morphogenesis of a polarized epithelium	104	14	4.1	0.03337
GO:0043297	apical junction assembly	46	5	1.81	0.03371
GO:0010558	negative regulation of macromolecule bio...	307	19	12.11	0.03376
GO:0010629	negative regulation of gene expression	412	24	16.25	0.03456
GO:1901699	cellular response to nitrogen compound	79	7	3.12	0.03555
GO:0050804	modulation of chemical synaptic transmis...	114	9	4.5	0.03558
GO:0099177	regulation of trans-synaptic signaling	114	9	4.5	0.03558
GO:0051348	negative regulation of transferase activ...	32	4	1.26	0.03572
GO:0008347	glial cell migration	32	4	1.26	0.03572
GO:0010959	regulation of metal ion transport	32	4	1.26	0.03572
GO:0051128	regulation of cellular component organiz...	633	49	24.96	0.03640
GO:1902679	negative regulation of RNA biosynthetic ...	269	17	10.61	0.03654
GO:1903507	negative regulation of nucleic acid-temp...	269	17	10.61	0.03654
GO:0032886	regulation of microtubule-based process	47	5	1.85	0.03656
GO:0009950	dorsal/ventral axis specification	47	5	1.85	0.03656
GO:0098728	germline stem cell asymmetric division	19	3	0.75	0.03682
GO:0090662	ATP hydrolysis coupled transmembrane tra...	19	3	0.75	0.03682
GO:0090175	regulation of establishment of planar po...	19	3	0.75	0.03682
GO:0046621	negative regulation of organ growth	19	3	0.75	0.03682
GO:0099131	ATP hydrolysis coupled ion transmembrane...	19	3	0.75	0.03682
GO:0099132	ATP hydrolysis coupled cation transmembr...	19	3	0.75	0.03682
GO:0018210	peptidyl-threonine modification	19	3	0.75	0.03682
GO:0015918	sterol transport	19	3	0.75	0.03682
GO:0016199	axon midline choice point recognition	19	3	0.75	0.03682
GO:0051146	striated muscle cell differentiation	97	8	3.83	0.03703
GO:0001709	cell fate determination	115	9	4.53	0.03733
GO:0042462	eye photoreceptor cell development	81	10	3.19	0.03759
GO:0008356	asymmetric cell division	80	7	3.15	0.03770
GO:0010648	negative regulation of cell communicatio...	299	25	11.79	0.03809
GO:0023057	negative regulation of signaling	299	25	11.79	0.03809
GO:0090092	regulation of transmembrane receptor pro...	43	10	1.7	0.03839
GO:0071560	cellular response to transforming growth...	21	8	0.83	0.03855
GO:0071559	response to transforming growth factor b...	21	8	0.83	0.03855
GO:0035282	segmentation	195	16	7.69	0.03888
GO:0035556	intracellular signal transduction	497	39	19.6	0.03904
GO:0009620	response to fungus	33	4	1.3	0.03943
GO:0010160	formation of animal organ boundary	33	4	1.3	0.03943
GO:0040014	regulation of multicellular organism gro...	33	4	1.3	0.03943
GO:0045214	sarcomere organization	33	4	1.3	0.03943
GO:0042593	glucose homeostasis	33	4	1.3	0.03943
GO:0051049	regulation of transport	246	20	9.7	0.04039
GO:0007267	cell-cell signaling	392	27	15.46	0.04099
GO:0044092	negative regulation of molecular functio...	117	9	4.61	0.04099
GO:0110110	positive regulation of animal organ morp...	20	3	0.79	0.04209
GO:0016198	axon choice point recognition	20	3	0.79	0.04209
GO:0008045	motor neuron axon guidance	49	5	1.93	0.04267
GO:0010468	regulation of gene expression	1101	79	43.42	0.04273
GO:0043086	negative regulation of catalytic activit...	100	8	3.94	0.04316
GO:0001745	compound eye morphogenesis	237	27	9.35	0.04324
GO:0048592	eye morphogenesis	255	28	10.06	0.04334
GO:0042052	rhabdomere development	34	4	1.34	0.04335
GO:0042078	germ-line stem cell division	34	4	1.34	0.04335
GO:0003007	heart morphogenesis	34	4	1.34	0.04335
GO:0098742	cell-cell adhesion via plasma-membrane a...	66	6	2.6	0.04489
GO:0008595	anterior/posterior axis specification, e...	101	8	3.98	0.04535
GO:0042659	regulation of cell fate specification	30	6	1.18	0.04549
GO:0090596	sensory organ morphogenesis	256	28	10.1	0.04565
GO:0044057	regulation of system process	50	5	1.97	0.04595
GO:0031331	positive regulation of cellular cataboli...	84	7	3.31	0.04716
GO:0042063	gliogenesis	84	7	3.31	0.04716
GO:0051235	maintenance of location	84	7	3.31	0.04716
GO:0048542	lymph gland development	35	4	1.38	0.04748
GO:0007446	imaginal disc growth	35	4	1.38	0.04748
GO:0008586	imaginal disc-derived wing vein morphoge...	35	4	1.38	0.04748
GO:0030177	positive regulation of Wnt signaling pat...	35	4	1.38	0.04748
GO:0008039	synaptic target recognition	35	4	1.38	0.04748
GO:0007351	tripartite regional subdivision	102	8	4.02	0.04760
GO:1903034	regulation of response to wounding	21	3	0.83	0.04772
GO:0009954	proximal/distal pattern formation	21	3	0.83	0.04772
GO:0051090	regulation of DNA-binding transcription ...	21	3	0.83	0.04772
GO:0016334	establishment or maintenance of polarity...	21	3	0.83	0.04772
GO:0048523	negative regulation of cellular process	930	59	36.67	0.04855
GO:0043410	positive regulation of MAPK cascade	51	5	2.01	0.04937
GO:0035329	hippo signaling	51	5	2.01	0.04937
