GO.ID	Term	Annotated	Significant	Expected	test
GO:1901988	negative regulation of cell cycle phase ...	36	3	0.79	0.04417
GO:0046843	dorsal appendage formation	36	3	0.79	0.04417
GO:0007304	chorion-containing eggshell formation	61	4	1.35	0.04502
GO:0001667	ameboidal-type cell migration	149	7	3.29	0.04618
GO:0007507	heart development	89	5	1.96	0.04625
GO:0035088	establishment or maintenance of apical/b...	37	3	0.82	0.04732
GO:0061245	establishment or maintenance of bipolar ...	37	3	0.82	0.04732
GO:0033301	cell cycle comprising mitosis without cy...	16	2	0.35	0.04736
GO:0033692	cellular polysaccharide biosynthetic pro...	16	2	0.35	0.04736
GO:0000271	polysaccharide biosynthetic process	16	2	0.35	0.04736
GO:0030703	eggshell formation	63	4	1.39	0.04971
