GO.ID	Term	Annotated	Significant	Expected	test
GO:0072594	establishment of protein localization to...	107	20	12.86	0.02842
GO:0032535	regulation of cellular component size	148	26	17.78	0.02879
GO:0015031	protein transport	350	62	42.05	0.02904
GO:0051130	positive regulation of cellular componen...	233	38	27.99	0.02936
GO:0009967	positive regulation of signal transducti...	273	48	32.8	0.02956
GO:0043413	macromolecule glycosylation	81	16	9.73	0.02959
GO:0006996	organelle organization	1334	196	160.27	0.02997
GO:0198738	cell-cell signaling by wnt	101	19	12.13	0.03026
GO:0008088	axo-dendritic transport	32	8	3.84	0.03181
GO:0032436	positive regulation of proteasomal ubiqu...	32	8	3.84	0.03181
GO:0051272	positive regulation of cellular componen...	38	9	4.57	0.03265
GO:0010976	positive regulation of neuron projection...	38	9	4.57	0.03265
GO:0016579	protein deubiquitination	38	9	4.57	0.03265
GO:1901800	positive regulation of proteasomal prote...	38	9	4.57	0.03265
GO:0045746	negative regulation of Notch signaling p...	38	9	4.57	0.03265
GO:0043486	histone exchange	21	6	2.52	0.03277
GO:1902099	regulation of metaphase/anaphase transit...	21	6	2.52	0.03277
GO:0072657	protein localization to membrane	83	20	9.97	0.03292
GO:0022613	ribonucleoprotein complex biogenesis	244	68	29.31	0.03364
GO:0009167	purine ribonucleoside monophosphate meta...	108	27	12.98	0.03364
GO:0009126	purine nucleoside monophosphate metaboli...	108	27	12.98	0.03364
GO:0042176	regulation of protein catabolic process	68	18	8.17	0.03375
GO:0000027	ribosomal large subunit assembly	16	5	1.92	0.03480
GO:0043410	positive regulation of MAPK cascade	51	11	6.13	0.03681
GO:0046907	intracellular transport	504	94	60.55	0.03767
GO:0009063	cellular amino acid catabolic process	45	10	5.41	0.03770
GO:0006367	transcription initiation from RNA polyme...	45	10	5.41	0.03770
GO:0009620	response to fungus	33	8	3.96	0.03773
GO:2000060	positive regulation of ubiquitin-depende...	33	8	3.96	0.03773
GO:1903052	positive regulation of proteolysis invol...	39	9	4.69	0.03809
GO:0009123	nucleoside monophosphate metabolic proce...	123	29	14.78	0.03908
GO:0031346	positive regulation of cell projection o...	58	12	6.97	0.04019
GO:0098930	axonal transport	22	6	2.64	0.04063
GO:0009161	ribonucleoside monophosphate metabolic p...	117	28	14.06	0.04193
GO:0060070	canonical Wnt signaling pathway	65	13	7.81	0.04295
GO:0006333	chromatin assembly or disassembly	46	10	5.53	0.04319
GO:1990542	mitochondrial transmembrane transport	28	7	3.36	0.04341
GO:0006334	nucleosome assembly	28	7	3.36	0.04341
GO:0070085	glycosylation	85	16	10.21	0.04408
GO:0031497	chromatin assembly	40	9	4.81	0.04412
GO:0044282	small molecule catabolic process	104	25	12.49	0.04415
GO:0006400	tRNA modification	34	8	4.08	0.04434
GO:0006891	intra-Golgi vesicle-mediated transport	17	5	2.04	0.04458
GO:0043162	ubiquitin-dependent protein catabolic pr...	17	5	2.04	0.04458
GO:1901992	positive regulation of mitotic cell cycl...	17	5	2.04	0.04458
GO:0048132	female germ-line stem cell asymmetric di...	17	5	2.04	0.04458
GO:0062013	positive regulation of small molecule me...	17	5	2.04	0.04458
GO:0034314	Arp2/3 complex-mediated actin nucleation	17	5	2.04	0.04458
GO:0050000	chromosome localization	17	5	2.04	0.04458
GO:0015833	peptide transport	359	62	43.13	0.04496
GO:0090174	organelle membrane fusion	59	12	7.09	0.04517
GO:0051301	cell division	256	40	30.76	0.04709
GO:0051604	protein maturation	66	13	7.93	0.04785
GO:0006323	DNA packaging	86	16	10.33	0.04838
GO:0000819	sister chromatid segregation	86	16	10.33	0.04838
GO:0060538	skeletal muscle organ development	47	10	5.65	0.04921
GO:0032886	regulation of microtubule-based process	47	10	5.65	0.04921
GO:0007029	endoplasmic reticulum organization	23	6	2.76	0.04959
GO:0030516	regulation of axon extension	23	6	2.76	0.04959
GO:0061387	regulation of extent of cell growth	23	6	2.76	0.04959
GO:0045010	actin nucleation	23	6	2.76	0.04959
