GO.ID	Term	Annotated	Significant	Expected	test
GO:0051961	negative regulation of nervous system de...	106	7	2.55	0.01359
GO:1901214	regulation of neuron death	39	4	0.94	0.01375
GO:0000122	negative regulation of transcription by ...	132	8	3.17	0.01392
GO:0006874	cellular calcium ion homeostasis	40	4	0.96	0.01500
GO:0051058	negative regulation of small GTPase medi...	22	3	0.53	0.01500
GO:0007611	learning or memory	135	8	3.24	0.01577
GO:0050890	cognition	136	8	3.27	0.01642
GO:0016059	deactivation of rhodopsin mediated signa...	23	3	0.55	0.01696
GO:0036335	intestinal stem cell homeostasis	23	3	0.55	0.01696
GO:0042136	neurotransmitter biosynthetic process	23	3	0.55	0.01696
GO:0001751	compound eye photoreceptor cell differen...	137	8	3.29	0.01710
GO:0051960	regulation of nervous system development	281	13	6.75	0.01748
GO:0048522	positive regulation of cellular process	1024	35	24.6	0.01763
GO:0070997	neuron death	42	4	1.01	0.01771
GO:0071214	cellular response to abiotic stimulus	64	5	1.54	0.01840
GO:0104004	cellular response to environmental stimu...	64	5	1.54	0.01840
GO:0046578	regulation of Ras protein signal transdu...	64	5	1.54	0.01840
GO:0051129	negative regulation of cellular componen...	139	8	3.34	0.01850
GO:0051347	positive regulation of transferase activ...	88	6	2.11	0.01886
GO:2000026	regulation of multicellular organismal d...	442	18	10.62	0.01900
GO:0051705	multi-organism behavior	24	3	0.58	0.01904
GO:0022400	regulation of rhodopsin mediated signali...	24	3	0.58	0.01904
GO:0048808	male genitalia morphogenesis	24	3	0.58	0.01904
GO:0097306	cellular response to alcohol	24	3	0.58	0.01904
GO:0090598	male anatomical structure morphogenesis	24	3	0.58	0.01904
GO:0001752	compound eye photoreceptor fate commitme...	43	4	1.03	0.01917
GO:0055074	calcium ion homeostasis	43	4	1.03	0.01917
GO:0010941	regulation of cell death	225	11	5.41	0.01939
GO:0032101	regulation of response to external stimu...	114	7	2.74	0.01959
GO:0065007	biological regulation	3302	115	79.34	0.01961
GO:0048589	developmental growth	307	19	7.38	0.01972
GO:0048871	multicellular organismal homeostasis	66	5	1.59	0.02076
GO:0035112	genitalia morphogenesis	25	3	0.6	0.02127
GO:0001754	eye photoreceptor cell differentiation	144	8	3.46	0.02237
GO:0008219	cell death	322	14	7.74	0.02257
GO:0099504	synaptic vesicle cycle	92	6	2.21	0.02296
GO:0007610	behavior	435	21	10.45	0.02309
GO:0050793	regulation of developmental process	574	25	13.79	0.02339
GO:0007157	heterophilic cell-cell adhesion via plas...	26	3	0.62	0.02362
GO:1902476	chloride transmembrane transport	26	3	0.62	0.02362
GO:0042706	eye photoreceptor cell fate commitment	46	4	1.11	0.02398
GO:0045886	negative regulation of synaptic growth a...	46	4	1.11	0.02398
GO:1904397	negative regulation of neuromuscular jun...	46	4	1.11	0.02398
GO:0042461	photoreceptor cell development	93	6	2.23	0.02407
GO:0045860	positive regulation of protein kinase ac...	69	5	1.66	0.02466
GO:0051056	regulation of small GTPase mediated sign...	69	5	1.66	0.02466
GO:0051046	regulation of secretion	69	5	1.66	0.02466
GO:0043549	regulation of kinase activity	120	7	2.88	0.02515
GO:0051964	negative regulation of synapse assembly	47	4	1.13	0.02574
GO:1905809	negative regulation of synapse organizat...	47	4	1.13	0.02574
GO:0040007	growth	375	21	9.01	0.02609
GO:0017157	regulation of exocytosis	27	3	0.65	0.02612
GO:0019722	calcium-mediated signaling	27	3	0.65	0.02612
GO:0001505	regulation of neurotransmitter levels	121	7	2.91	0.02618
GO:0042493	response to drug	142	10	3.41	0.02736
GO:0006875	cellular metal ion homeostasis	71	5	1.71	0.02751
GO:0035214	eye-antennal disc development	48	4	1.15	0.02757
GO:0072503	cellular divalent inorganic cation homeo...	48	4	1.15	0.02757
GO:0051241	negative regulation of multicellular org...	179	9	4.3	0.02820
GO:0048813	dendrite morphogenesis	123	7	2.96	0.02831
GO:0007169	transmembrane receptor protein tyrosine ...	164	13	3.94	0.02858
GO:0051174	regulation of phosphorus metabolic proce...	239	11	5.74	0.02871
GO:0019220	regulation of phosphate metabolic proces...	239	11	5.74	0.02871
GO:0010508	positive regulation of autophagy	28	3	0.67	0.02875
GO:0007485	imaginal disc-derived male genitalia dev...	28	3	0.67	0.02875
GO:0016056	rhodopsin mediated signaling pathway	28	3	0.67	0.02875
GO:0055059	asymmetric neuroblast division	28	3	0.67	0.02875
GO:0007215	glutamate receptor signaling pathway	28	3	0.67	0.02875
GO:1901215	negative regulation of neuron death	28	3	0.67	0.02875
GO:0099003	vesicle-mediated transport in synapse	97	6	2.33	0.02887
GO:0048584	positive regulation of response to stimu...	334	14	8.03	0.02970
GO:0060548	negative regulation of cell death	98	6	2.35	0.03017
GO:0007155	cell adhesion	190	19	4.57	0.03018
GO:0050807	regulation of synapse organization	145	10	3.48	0.03065
GO:0007484	imaginal disc-derived genitalia developm...	29	3	0.7	0.03152
GO:0030539	male genitalia development	29	3	0.7	0.03152
GO:0050805	negative regulation of synaptic transmis...	29	3	0.7	0.03152
GO:0022610	biological adhesion	191	19	4.59	0.03166
GO:0042127	regulation of cell proliferation	184	9	4.42	0.03286
GO:0050877	nervous system process	576	24	13.84	0.03333
GO:0071407	cellular response to organic cyclic comp...	51	4	1.23	0.03351
GO:0050770	regulation of axonogenesis	51	4	1.23	0.03351
GO:0010769	regulation of cell morphogenesis involve...	75	5	1.8	0.03380
GO:0002376	immune system process	277	12	6.66	0.03433
GO:0055057	neuroblast division	30	3	0.72	0.03442
GO:0072499	photoreceptor cell axon guidance	30	3	0.72	0.03442
GO:0036445	neuronal stem cell division	30	3	0.72	0.03442
GO:0023057	negative regulation of signaling	299	15	7.18	0.03487
GO:0010648	negative regulation of cell communicatio...	299	15	7.18	0.03487
GO:0007409	axonogenesis	289	23	6.94	0.03649
GO:1902531	regulation of intracellular signal trans...	280	12	6.73	0.03684
GO:0061458	reproductive system development	77	5	1.85	0.03726
GO:0048608	reproductive structure development	77	5	1.85	0.03726
GO:0006821	chloride transport	31	3	0.74	0.03745
GO:0007603	phototransduction, visible light	31	3	0.74	0.03745
GO:0072507	divalent inorganic cation homeostasis	53	4	1.27	0.03786
GO:0001932	regulation of protein phosphorylation	189	9	4.54	0.03803
GO:0050954	sensory perception of mechanical stimulu...	78	5	1.87	0.03907
GO:0006906	vesicle fusion	54	4	1.3	0.04015
GO:0008582	regulation of synaptic growth at neuromu...	105	6	2.52	0.04029
GO:0007455	eye-antennal disc morphogenesis	32	3	0.77	0.04062
GO:0043405	regulation of MAP kinase activity	32	3	0.77	0.04062
GO:0006366	transcription by RNA polymerase II	551	20	13.24	0.04071
GO:0006914	autophagy	133	7	3.2	0.04073
GO:0000165	MAPK cascade	106	6	2.55	0.04189
GO:0016358	dendrite development	134	7	3.22	0.04215
GO:0006357	regulation of transcription by RNA polym...	519	19	12.47	0.04235
GO:0008356	asymmetric cell division	80	5	1.92	0.04285
GO:0022603	regulation of anatomical structure morph...	224	10	5.38	0.04308
GO:0061919	process utilizing autophagic mechanism	135	7	3.24	0.04359
GO:0015850	organic hydroxy compound transport	33	3	0.79	0.04391
GO:0010453	regulation of cell fate commitment	33	3	0.79	0.04391
GO:0048872	homeostasis of number of cells	33	3	0.79	0.04391
GO:0071805	potassium ion transmembrane transport	56	4	1.35	0.04496
GO:0012501	programmed cell death	289	12	6.94	0.04513
GO:0045859	regulation of protein kinase activity	109	6	2.62	0.04693
GO:0042052	rhabdomere development	34	3	0.82	0.04734
GO:0008284	positive regulation of cell proliferatio...	57	4	1.37	0.04749
GO:0006955	immune response	167	8	4.01	0.04762
GO:0051338	regulation of transferase activity	138	7	3.32	0.04810
GO:0051963	regulation of synapse assembly	110	6	2.64	0.04869
GO:0023014	signal transduction by protein phosphory...	110	6	2.64	0.04869
GO:1904396	regulation of neuromuscular junction dev...	110	6	2.64	0.04869
GO:0043067	regulation of programmed cell death	198	9	4.76	0.04870
GO:0055123	digestive system development	83	5	1.99	0.04891
GO:0048565	digestive tract development	83	5	1.99	0.04891
GO:1903305	regulation of regulated secretory pathwa...	15	2	0.36	0.04910
GO:0045792	negative regulation of cell size	15	2	0.36	0.04910
GO:0048732	gland development	139	7	3.34	0.04967
GO:0042330	taxis	295	23	7.09	0.04979
