GO.ID	Significant	test
GO:0009060	12	0.02499
GO:0008033	21	0.02508
GO:0043628	14	0.02534
GO:0046395	21	0.02555
GO:0016054	21	0.02555
GO:0072594	44	0.02582
GO:0007032	7	0.02586
GO:0031122	7	0.02586
GO:0048132	7	0.02586
GO:0062013	7	0.02586
GO:0043666	7	0.02586
GO:0030968	7	0.02586
GO:0007059	33	0.02624
GO:0048193	36	0.02631
GO:0090407	66	0.02690
GO:0044265	105	0.02703
GO:1901137	74	0.02737
GO:0051347	24	0.02844
GO:0071824	29	0.02854
GO:0031929	15	0.02858
GO:0006275	8	0.02872
GO:0098813	29	0.03016
GO:0030307	13	0.03032
GO:0000380	13	0.03032
GO:0000381	13	0.03032
GO:0046916	9	0.03033
GO:0044839	9	0.03033
GO:0006839	22	0.03042
GO:0071705	158	0.03046
GO:0018193	68	0.03065
GO:0090068	10	0.03108
GO:0016573	20	0.03113
GO:0016482	17	0.03117
GO:0140014	30	0.03166
GO:0046148	16	0.03262
GO:0030100	16	0.03262
GO:0061025	19	0.03285
GO:0034613	135	0.03331
GO:1903311	21	0.03384
GO:0006473	21	0.03384
GO:0051726	58	0.03395
GO:0043039	17	0.03413
GO:0051301	76	0.03447
GO:0006497	18	0.03462
GO:0009306	14	0.03541
GO:0072666	7	0.03570
GO:0032984	20	0.03583
GO:0009100	35	0.03611
GO:0015980	30	0.03627
GO:0043085	53	0.03680
GO:0007281	113	0.03691
GO:0046700	37	0.03703
GO:0044093	60	0.03728
GO:1901800	12	0.03779
GO:2001020	8	0.03798
GO:0042147	8	0.03798
GO:0051646	8	0.03798
GO:0010921	8	0.03798
GO:0098930	8	0.03798
GO:1903008	11	0.03864
GO:1905037	9	0.03897
GO:1901361	39	0.03908
GO:0001934	28	0.04006
GO:0045859	28	0.04006
GO:0016192	137	0.04017
GO:0006650	25	0.04021
GO:0045055	15	0.04023
GO:0051656	37	0.04058
GO:0001932	45	0.04084
GO:0050790	104	0.04173
GO:0009101	31	0.04277
GO:0046474	17	0.04320
GO:0006644	35	0.04350
GO:0070897	6	0.04438
GO:0022411	28	0.04455
GO:0061024	42	0.04542
GO:0000375	55	0.04543
GO:0000377	55	0.04543
GO:0070925	70	0.04548
GO:0016050	26	0.04554
GO:1903052	12	0.04567
GO:0051304	12	0.04567
GO:0008219	72	0.04605
GO:0070085	30	0.04639
GO:0098657	49	0.04693
GO:0046486	30	0.04712
GO:0072659	11	0.04721
GO:0000079	7	0.04772
GO:1904029	7	0.04772
GO:0031348	7	0.04772
GO:0043549	30	0.04797
GO:0045807	10	0.04843
GO:0035304	8	0.04906
GO:0000086	8	0.04906
GO:0000302	8	0.04906
GO:0009057	117	0.04914
GO:1903320	9	0.04914
GO:0006986	9	0.04914
GO:0044267	450	0.04917
