GO.ID	Term	Annotated	Significant	Expected	test
GO:0000904	cell morphogenesis involved in different...	414	16	8.84	0.01492
GO:0022613	ribonucleoprotein complex biogenesis	244	11	5.21	0.01501
GO:0070727	cellular macromolecule localization	451	17	9.63	0.01534
GO:0051306	mitotic sister chromatid separation	25	3	0.53	0.01554
GO:0036503	ERAD pathway	25	3	0.53	0.01554
GO:0044784	metaphase/anaphase transition of cell cy...	25	3	0.53	0.01554
GO:0010965	regulation of mitotic sister chromatid s...	25	3	0.53	0.01554
GO:0007308	oocyte construction	95	6	2.03	0.01567
GO:0007416	synapse assembly	152	8	3.24	0.01579
GO:0016322	neuron remodeling	46	4	0.98	0.01624
GO:0045886	negative regulation of synaptic growth a...	46	4	0.98	0.01624
GO:1904397	negative regulation of neuromuscular jun...	46	4	0.98	0.01624
GO:1905818	regulation of chromosome separation	26	3	0.55	0.01730
GO:0045879	negative regulation of smoothened signal...	26	3	0.55	0.01730
GO:0051964	negative regulation of synapse assembly	47	4	1	0.01747
GO:1905809	negative regulation of synapse organizat...	47	4	1	0.01747
GO:0060548	negative regulation of cell death	98	6	2.09	0.01803
GO:0009994	oocyte differentiation	127	7	2.71	0.01863
GO:0042551	neuron maturation	48	4	1.02	0.01875
GO:0007267	cell-cell signaling	392	19	8.37	0.01905
GO:0033047	regulation of mitotic sister chromatid s...	27	3	0.58	0.01916
GO:1900076	regulation of cellular response to insul...	27	3	0.58	0.01916
GO:0046626	regulation of insulin receptor signaling...	27	3	0.58	0.01916
GO:0007269	neurotransmitter secretion	73	5	1.56	0.01946
GO:0007476	imaginal disc-derived wing morphogenesis	221	10	4.72	0.01955
GO:0007051	spindle organization	100	6	2.13	0.01973
GO:0051128	regulation of cellular component organiz...	633	27	13.51	0.01986
GO:1902905	positive regulation of supramolecular fi...	49	4	1.05	0.02009
GO:0007528	neuromuscular junction development	159	8	3.39	0.02017
GO:0051641	cellular localization	762	30	16.26	0.02030
GO:0007350	blastoderm segmentation	160	8	3.41	0.02086
GO:0051124	synaptic growth at neuromuscular junctio...	130	7	2.77	0.02090
GO:0061525	hindgut development	43	6	0.92	0.02103
GO:0097193	intrinsic apoptotic signaling pathway	28	3	0.6	0.02113
GO:0055059	asymmetric neuroblast division	28	3	0.6	0.02113
GO:0006099	tricarboxylic acid cycle	28	3	0.6	0.02113
GO:0051298	centrosome duplication	28	3	0.6	0.02113
GO:0009628	response to abiotic stimulus	325	13	6.94	0.02119
GO:0048707	instar larval or pupal morphogenesis	360	14	7.68	0.02121
GO:0034470	ncRNA processing	192	9	4.1	0.02139
GO:0023061	signal release	103	6	2.2	0.02247
GO:0000122	negative regulation of transcription by ...	132	7	2.82	0.02252
GO:0045597	positive regulation of cell differentiat...	104	11	2.22	0.02265
GO:0048640	negative regulation of developmental gro...	76	5	1.62	0.02276
GO:0099643	signal release from synapse	76	5	1.62	0.02276
GO:0044093	positive regulation of molecular functio...	260	11	5.55	0.02293
GO:0050770	regulation of axonogenesis	51	4	1.09	0.02293
GO:0035082	axoneme assembly	29	3	0.62	0.02321
GO:0006101	citrate metabolic process	29	3	0.62	0.02321
GO:0035303	regulation of dephosphorylation	29	3	0.62	0.02321
GO:0035282	segmentation	195	9	4.16	0.02338
GO:0034613	cellular protein localization	401	15	8.56	0.02370
GO:0007472	wing disc morphogenesis	228	10	4.87	0.02370
GO:0010498	proteasomal protein catabolic process	164	8	3.5	0.02379
GO:0007169	transmembrane receptor protein tyrosine ...	164	8	3.5	0.02379
GO:0048863	stem cell differentiation	77	5	1.64	0.02394
GO:0042051	compound eye photoreceptor development	77	5	1.64	0.02394
GO:0016319	mushroom body development	52	4	1.11	0.02444
GO:0006366	transcription by RNA polymerase II	551	19	11.76	0.02482
GO:0009886	post-embryonic animal morphogenesis	368	14	7.85	0.02507
GO:0065003	protein-containing complex assembly	404	15	8.62	0.02513
GO:0022603	regulation of anatomical structure morph...	224	14	4.78	0.02534
GO:0055057	neuroblast division	30	3	0.64	0.02539
GO:0036445	neuronal stem cell division	30	3	0.64	0.02539
GO:0043067	regulation of programmed cell death	198	9	4.23	0.02550
GO:0009719	response to endogenous stimulus	198	9	4.23	0.02550
GO:1902903	regulation of supramolecular fiber organ...	79	5	1.69	0.02641
GO:0010556	regulation of macromolecule biosynthetic...	966	34	20.62	0.02763
GO:0051495	positive regulation of cytoskeleton orga...	54	4	1.15	0.02764
GO:0007143	female meiotic nuclear division	31	3	0.66	0.02768
GO:0072350	tricarboxylic acid metabolic process	31	3	0.66	0.02768
GO:0007552	metamorphosis	373	14	7.96	0.02774
GO:0009880	embryonic pattern specification	169	8	3.61	0.02784
GO:0042254	ribosome biogenesis	169	8	3.61	0.02784
GO:0010468	regulation of gene expression	1101	40	23.5	0.02861
GO:0051493	regulation of cytoskeleton organization	125	10	2.67	0.02868
GO:0045859	regulation of protein kinase activity	109	6	2.33	0.02871
GO:0001934	positive regulation of protein phosphory...	109	6	2.33	0.02871
GO:0051129	negative regulation of cellular componen...	139	7	2.97	0.02886
GO:0042462	eye photoreceptor cell development	81	5	1.73	0.02903
GO:0051963	regulation of synapse assembly	110	6	2.35	0.02985
GO:0001700	embryonic development via the syncytial ...	141	7	3.01	0.03087
GO:0009798	axis specification	141	7	3.01	0.03087
GO:0044089	positive regulation of cellular componen...	111	6	2.37	0.03102
GO:0007306	eggshell chorion assembly	56	4	1.2	0.03108
GO:0071495	cellular response to endogenous stimulus	173	8	3.69	0.03141
GO:0065008	regulation of biological quality	1043	31	22.26	0.03188
GO:0008340	determination of adult lifespan	112	6	2.39	0.03222
GO:0048599	oocyte development	112	6	2.39	0.03222
GO:0043933	protein-containing complex subunit organ...	492	17	10.5	0.03253
GO:1902692	regulation of neuroblast proliferation	33	3	0.7	0.03258
GO:0042067	establishment of ommatidial planar polar...	57	4	1.22	0.03289
GO:0051235	maintenance of location	84	5	1.79	0.03327
GO:0042981	regulation of apoptotic process	176	8	3.76	0.03429
GO:0006364	rRNA processing	114	6	2.43	0.03471
GO:0010467	gene expression	1696	57	36.2	0.03569
GO:0043543	protein acylation	86	5	1.84	0.03629
GO:0051049	regulation of transport	246	10	5.25	0.03726
GO:0010638	positive regulation of organelle organiz...	116	6	2.48	0.03733
GO:0032989	cellular component morphogenesis	576	24	12.29	0.03789
GO:0030838	positive regulation of actin filament po...	35	3	0.75	0.03791
GO:0072659	protein localization to plasma membrane	35	3	0.75	0.03791
GO:0008586	imaginal disc-derived wing vein morphoge...	35	3	0.75	0.03791
GO:0032535	regulation of cellular component size	148	7	3.16	0.03865
GO:0007052	mitotic spindle organization	60	4	1.28	0.03868
GO:0034622	cellular protein-containing complex asse...	354	13	7.56	0.03877
GO:0031326	regulation of cellular biosynthetic proc...	991	34	21.15	0.03880
GO:0007549	dosage compensation	15	2	0.32	0.03961
GO:0048056	R3/R4 cell differentiation	15	2	0.32	0.03961
GO:0048259	regulation of receptor-mediated endocyto...	15	2	0.32	0.03961
GO:0010002	cardioblast differentiation	15	2	0.32	0.03961
GO:0043112	receptor metabolic process	15	2	0.32	0.03961
GO:0045676	regulation of R7 cell differentiation	15	2	0.32	0.03961
GO:0070286	axonemal dynein complex assembly	15	2	0.32	0.03961
GO:0045664	regulation of neuron differentiation	149	7	3.18	0.03986
GO:0010259	multicellular organism aging	118	6	2.52	0.04006
GO:0030163	protein catabolic process	266	16	5.68	0.04046
GO:0009060	aerobic respiration	36	3	0.77	0.04073
GO:0007304	chorion-containing eggshell formation	61	4	1.3	0.04073
GO:0034504	protein localization to nucleus	61	4	1.3	0.04073
GO:0050768	negative regulation of neurogenesis	61	4	1.3	0.04073
GO:0044087	regulation of cellular component biogene...	250	10	5.34	0.04089
GO:0007507	heart development	89	5	1.9	0.04115
GO:0045595	regulation of cell differentiation	301	17	6.42	0.04238
GO:0034660	ncRNA metabolic process	258	14	5.51	0.04246
GO:0071695	anatomical structure maturation	62	4	1.32	0.04284
GO:0048546	digestive tract morphogenesis	48	6	1.02	0.04288
GO:0043549	regulation of kinase activity	120	6	2.56	0.04292
GO:0042327	positive regulation of phosphorylation	120	6	2.56	0.04292
GO:0009889	regulation of biosynthetic process	999	34	21.32	0.04301
GO:2000112	regulation of cellular macromolecule bio...	958	33	20.45	0.04328
GO:0002064	epithelial cell development	259	14	5.53	0.04349
GO:0033206	meiotic cytokinesis	37	3	0.79	0.04365
GO:0031647	regulation of protein stability	37	3	0.79	0.04365
GO:0048103	somatic stem cell division	37	3	0.79	0.04365
GO:0006665	sphingolipid metabolic process	37	3	0.79	0.04365
GO:2000177	regulation of neural precursor cell prol...	37	3	0.79	0.04365
GO:0019915	lipid storage	37	3	0.79	0.04365
GO:0072091	regulation of stem cell proliferation	37	3	0.79	0.04365
GO:0030707	ovarian follicle cell development	227	13	4.84	0.04431
GO:0001505	regulation of neurotransmitter levels	121	6	2.58	0.04439
GO:0007409	axonogenesis	289	11	6.17	0.04449
GO:0010564	regulation of cell cycle process	125	9	2.67	0.04451
GO:0007307	eggshell chorion gene amplification	16	2	0.34	0.04465
GO:0018991	oviposition	16	2	0.34	0.04465
GO:0043161	proteasome-mediated ubiquitin-dependent ...	153	7	3.27	0.04494
GO:0030703	eggshell formation	63	4	1.34	0.04501
GO:0060255	regulation of macromolecule metabolic pr...	1436	53	30.65	0.04521
GO:0035239	tube morphogenesis	403	17	8.6	0.04565
GO:0002009	morphogenesis of an epithelium	480	19	10.24	0.04630
GO:0007309	oocyte axis specification	92	5	1.96	0.04637
GO:0001510	RNA methylation	38	3	0.81	0.04667
GO:0045184	establishment of protein localization	364	13	7.77	0.04674
GO:0048813	dendrite morphogenesis	123	6	2.63	0.04744
GO:0002165	instar larval or pupal development	440	15	9.39	0.04788
GO:0042461	photoreceptor cell development	93	5	1.98	0.04820
GO:0042127	regulation of cell proliferation	184	11	3.93	0.04868
GO:0001932	regulation of protein phosphorylation	189	8	4.03	0.04882
GO:0000226	microtubule cytoskeleton organization	248	16	5.29	0.04908
GO:0007422	peripheral nervous system development	65	4	1.39	0.04954
GO:0007631	feeding behavior	39	3	0.83	0.04979
GO:1901992	positive regulation of mitotic cell cycl...	17	2	0.36	0.04991
GO:0035153	epithelial cell type specification, open...	17	2	0.36	0.04991
GO:0030968	endoplasmic reticulum unfolded protein r...	17	2	0.36	0.04991
GO:0008101	decapentaplegic signaling pathway	17	2	0.36	0.04991
GO:0048132	female germ-line stem cell asymmetric di...	17	2	0.36	0.04991
GO:0048015	phosphatidylinositol-mediated signaling	17	2	0.36	0.04991
GO:0007099	centriole replication	17	2	0.36	0.04991
GO:1900077	negative regulation of cellular response...	17	2	0.36	0.04991
GO:0046627	negative regulation of insulin receptor ...	17	2	0.36	0.04991
GO:0000096	sulfur amino acid metabolic process	17	2	0.36	0.04991
GO:0007204	positive regulation of cytosolic calcium...	17	2	0.36	0.04991
GO:0045467	R7 cell development	17	2	0.36	0.04991
