transcript	homolog	mean_AD	mean_CT	logFC	padj	module_AD	module_CT
TRINITY_DN4501_c0_g1	sp|P41596|DOPR1_DROME	11.8217961007039	26.7153504736294	1.72664550702063	0.0181570265753882	14	20
TRINITY_DN4671_c0_g3	sp|Q8IS44|DRD2L_DROME	46.5187738973063	30.8673651802806	-1.58931091256164	7.73433937022647e-06	notGCN	30
TRINITY_DN4885_c0_g1	sp|Q24563|DOPR2_DROME	50.6795470099296	26.1707100025977	-4.62384781800623	3.12584639642217e-12	notGCN	41
TRINITY_DN494_c0_g2	sp|Q8IS44|DRD2L_DROME	257.401181458476	196.737730438157	-0.914065540329542	3.70941330754517e-05	14	notGCN
TRINITY_DN4987_c0_g1	sp|Q24563|DOPR2_DROME	36.9317113660497	18.4658556830248	-6.69594042263707	2.21349383677566e-08	notGCN	5
TRINITY_DN5040_c0_g1	sp|Q8IS44|DRD2L_DROME	21.4508532490528	38.6621487513901	1.35294270884378	0.00439232333107594	3	notGCN
TRINITY_DN5074_c0_g1	sp|P05031|DDC_DROME	193.622716933525	237.318472678248	0.536158988782165	0.060637151830364	notGCN	26
TRINITY_DN5325_c0_g1	sp|P05031|DDC_DROME	244.01843263739	128.206566181828	-4.22034594255519	2.31799161938859e-23	notGCN	30
TRINITY_DN5832_c0_g1	sp|Q8IS44|DRD2L_DROME	59.9202413183629	31.0026641320718	-4.58751913801307	1.46479772097234e-10	notGCN	41
TRINITY_DN5964_c0_g1	sp|P41596|DOPR1_DROME	295.912877750279	147.956438875139	-9.36770802078153	2.73547871717273e-20	notGCN	2
TRINITY_DN6200_c0_g1	sp|Q8IS44|DRD2L_DROME	150.880400058422	81.6676712453759	-3.39695564780681	1.78114325290418e-06	notGCN	7
TRINITY_DN6321_c0_g1	sp|P17276|PH4H_DROME	27.850739635264	16.4960750791898	-2.348595576819	0.000471343352979087	notGCN	7
TRINITY_DN6950_c0_g1	sp|P41596|DOPR1_DROME	22.7000995534271	13.689351479734	-2.09547855911337	0.0296232340617271	notGCN	41
TRINITY_DN7013_c0_g1	sp|Q8IS44|DRD2L_DROME	15.0112153665765	19.7385690023585	0.679469005413758	0.317749280255905	notGCN	notGCN
TRINITY_DN7517_c0_g1	sp|P05031|DDC_DROME	24.7343932734758	13.1477461219862	-3.55553542869241	0.00038393400323234	notGCN	26
TRINITY_DN7606_c1_g1	sp|P41596|DOPR1_DROME	13.672689746448	9.79228285239456	-1.1238220673727	0.212053341901077	notGCN	notGCN
TRINITY_DN7694_c0_g1	sp|Q8IS44|DRD2L_DROME	83.7925333009812	61.7658107159581	-1.05812914181108	0.00845798770645404	15	40
TRINITY_DN8411_c1_g1	sp|Q24563|DOPR2_DROME	13.5803237529444	7.38757290825072	-2.90378923986847	0.0191805358412048	notGCN	notGCN
TRINITY_DN8411_c1_g2	sp|Q8IS44|DRD2L_DROME	20.8107590200159	11.416716941157	-3.13234998570436	0.000126074842743636	notGCN	41
TRINITY_DN9460_c0_g1	sp|P18459|TY3H_DROME	767.228587370681	1125.9273476686	0.947466149949897	1.56097789781448e-05	notGCN	3
TRINITY_DN965_c0_g1	sp|P41596|DOPR1_DROME	3.91809396534283	34.7426926980539	3.90154549133644	2.53011826096577e-11	9	notGCN
