hit	evalue	qcover	transcript	logFC_AB_AD	padj_AB_AD	logFC_AC_AD	padj_AC_AD	logFC_AD_AD	padj_AD_AD	logFC_AB_CT	padj_AB_CT	logFC_AC_CT	padj_AC_CT	logFC_AD_CT	padj_AD_CT	AD	CT
sp|B2D0J5|EST6_APIME	0.0	98	TRINITY_DN236_c0_g6	-0.821540931815498	0.000799859331024076	-0.752953865754432	0.0257497222991766	-0.808535422687269	0.0520688972885038	-0.743271598925427	0.0214253026065361	-1.21457561273078	2.62997968792033e-05	-1.34249063550678	4.41723746124167e-07	1	3
sp|B2D0J5|EST6_APIME	1.06e-50	80	TRINITY_DN2425_c0_g1	0.900689147999671	0.353256651393247	0.390801341700421	0.802228670504604	0.707572386640485	0.408153577618781	-0.308704833197719	0.278386285439686	0.0170847313479169	0.96882934979866	0.215512600388432	0.418827681295946	NA	4
sp|Q5BLY5|ACPH1_APIME	1.76e-73	83	TRINITY_DN2438_c0_g1	-1.24938792816605	0.000198699177813383	-0.986968828015999	0.0767190169912355	-0.911458291043814	0.009583769687308	-1.12129589680506	2.64687468806671e-11	-0.987249991138572	9.86998538338291e-10	-0.812545690516701	2.31122927150492e-05	1	3
sp|Q5BLY5|ACPH1_APIME	6.16e-140	92	TRINITY_DN2438_c0_g2	-1.93589698735069	3.67654083444458e-08	-1.803198320529	9.62303598993679e-07	-1.19620822223373	0.00145668035041648	-0.632024340471172	0.377018754743761	-1.13377158327563	1	-0.809411995839262	1	1	3
sp|Q08169|HUGA_APIME	1.33e-138	99	TRINITY_DN2476_c0_g1	1.36942311945528	0.0196121287788522	1.84102344455792	4.22160465781068e-06	1.47568045514195	2.60197906887801e-06	0.686716322944549	0.108823480129002	1.07740490044999	0.000518840111365191	1.33980887085853	0.000229829281000764	3	23
sp|Q08169|HUGA_APIME	1.33e-138	99	TRINITY_DN2476_c0_g2	-0.0786515095931124	0.949878623496542	0.918714561523369	0.20335735422663	0.739566270679103	0.258465495292051	-0.315877494078403	0.769245214757877	-0.09448805026364	1	-0.223362283478848	1	NA	35
sp|Q7M4I3|SP4_BOMPE	5.00e-29	90	TRINITY_DN248_c0_g1	0.480887596913954	0.129892945135207	0.503598574529175	0.0918873534056907	0.408209576627991	0.081694024981186	0.334961155802743	1.62492322626423e-05	0.117986700187779	0.462835069311785	0.113599247717501	0.521364732034091	3	23
sp|Q8MQS8|SP34_APIME	1.21e-34	98	TRINITY_DN24_c0_g1	0.515166467488033	0.0236255207801536	0.576847823811734	0.121743343031736	0.438037140696199	0.0827031136820371	-0.636772201259505	0.177246369113458	-0.529291041961418	0.0791016139903477	-0.665810868227487	0.0695784331046856	3	16
sp|Q5BLY5|ACPH1_APIME	1.52e-60	83	TRINITY_DN2622_c0_g1	-0.672851682486231	0.435928702992504	-1.28230496489547	0.0294842868841568	-0.869217601740678	0.188144539441718	-0.611029621501489	1	-0.888559729353612	1	-0.753199458158303	1	15	NA
sp|Q5BLY5|ACPH1_APIME	3.91e-115	92	TRINITY_DN2844_c0_g1	0.228669466589662	0.791749224121426	0.420512226238116	0.610270318117627	0.204510759957694	0.744756526138562	0.0556600676485356	0.932883240811138	-0.318617412344659	0.0627007191855318	-0.14644489317502	0.738458307986593	2	2
sp|Q8MMG9|TREA_PIMHY	0.0	86	TRINITY_DN2886_c0_g1	0.273659874984373	0.658494125807867	0.277004388990185	0.708396026527451	0.531112367893043	0.193519121657378	-0.0439717224727444	0.944593708487579	-0.182584348043716	0.212030525352972	-0.110155293821435	0.775649197021092	14	1
sp|Q7M4I3|SP4_BOMPE	1.70e-31	87	TRINITY_DN2905_c0_g2	-0.521081514189216	0.482988823757483	-0.805232809068226	0.242692784963866	-0.568725935115413	0.454640269080915	NA	NA	NA	NA	NA	NA	7	NA
sp|B2D0J5|EST6_APIME	1.03e-80	98	TRINITY_DN3072_c0_g1	-0.0721347630987211	0.925320968507251	0.0267027481932593	0.988791408680669	0.000866510060655683	0.998567985818632	-0.199566541047174	0.587110036466573	-0.809455789096874	7.08534952358633e-06	-0.2354609255934	0.540932574736385	13	3
sp|Q8MQS8|SP34_APIME	1.11e-35	86	TRINITY_DN3123_c0_g2	-0.134482798475689	0.932055518531898	0.241013207890559	0.883449672979282	-0.0530174986272881	0.958969180033424	-0.211361982397755	0.747156943153104	-0.262626190255506	0.542575064591811	-0.084825178158602	0.894608846422369	NA	10
sp|P0DSI3|VA3_DINQU	1.30e-83	95	TRINITY_DN3314_c0_g2	-0.0303141184359332	0.98502126766354	0.0481669530888411	0.976133073973833	-0.104742810654526	0.860603422972812	-0.957465691744332	0.00236671346971959	-0.549791825936091	0.118763128496834	-0.700088833924796	0.0480821638923876	11	16
sp|B2D0J4|VDPP4_APIME	0.0	99	TRINITY_DN3944_c0_g1	-1.33279759014008	1.10194311656621e-05	-1.24062117161621	0.000366450548078751	-1.43882458299145	1.97488185727018e-05	0.0957119967032043	0.958344640348695	-0.631723373575128	0.0335378832102503	-0.942034559655535	0.00243877843353311	9	18
sp|B5U2W0|VSP_BOMIG	1.47e-124	98	TRINITY_DN440_c1_g2	0.371116726279641	0.499630333693296	0.850203823227298	0.0461073427903147	0.642950388538236	0.0326593604931663	0.27377437110827	0.422886824594741	0.0903605165051308	0.742696165280702	0.200199893507563	0.553307173909608	3	32
sp|C9WMM5|VCP_APIME	3.60e-53	92	TRINITY_DN4446_c0_g1	-1.6248504145447	0.000218314746892643	-1.40016243312893	7.81814750891529e-05	-0.483429625290391	0.4140436549214	NA	NA	NA	NA	NA	NA	7	NA
sp|B5U2W0|VSP_BOMIG	3.16e-34	94	TRINITY_DN603_c0_g1	-0.27472271329729	0.576628991420446	-0.305223053537647	0.729377516617633	-0.477747329804089	0.185868031977289	0.310075185840912	0.133214084797232	-0.269984753538946	0.164850210740079	-0.366907096863796	0.178935654390797	2	18
sp|B5U2W0|VSP_BOMIG	7.66e-35	95	TRINITY_DN6536_c0_g2	-0.44313701971102	0.0596590596633103	-0.299244302405274	0.66262022687846	-0.135172592793777	0.820415141274867	-0.724371650322891	3.05125008271513e-17	-0.718087310546505	6.34677519780106e-09	-0.41230461957063	0.0128163578347565	13	3
sp|Q5BLY5|ACPH1_APIME	1.12e-98	82	TRINITY_DN6775_c0_g1	0.300342357588326	0.899230827820957	0.181263079692846	0.949384935700682	0.398876621379278	1	NA	NA	NA	NA	NA	NA	NA	NA
sp|B5U2W0|VSP_BOMIG	1.08e-16	94	TRINITY_DN68771_c0_g1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|D4P2Y4|VA52_POLPI	2.88e-23	88	TRINITY_DN693_c0_g1	0.0314600880150463	0.980908185719309	0.000788214639726331	0.999966211907799	-0.289196200674213	0.638249629670235	-0.0785665548167055	0.951001263106832	-0.0698096181856516	0.876573541757886	0.127460098336782	0.787789412438032	2	15
sp|Q5BLY5|ACPH1_APIME	5.08e-34	97	TRINITY_DN737_c0_g1	-0.579695462254523	0.0065751620199019	-0.377029140421363	0.335229203536981	-0.492910924300594	0.0209662945088368	-0.535225461219795	0.00401722740607154	-0.255924356679707	0.305690357288615	-0.205515226737083	0.482226616620286	1	2
sp|Q5BLY5|ACPH1_APIME	2.31e-37	85	TRINITY_DN7639_c0_g1	0.590079347611601	0.138769774623558	0.354833105546074	0.583192454604521	0.190941704987254	0.67329724123108	-0.539132177682062	0.114772626089798	-1.03992919503388	0.000928076002699333	-0.361625838705835	0.478341311545032	2	3
sp|Q7M4I3|SP4_BOMPE	5.84e-33	88	TRINITY_DN7746_c0_g2	-1.42116146568395	0.190963415936632	-0.723918092932283	0.610805938609552	-0.18208478414707	1	NA	NA	NA	NA	NA	NA	NA	NA
sp|P35785|VA5_VESPE	3.55e-17	99	TRINITY_DN79962_c0_g1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|C9WMM5|VCP_APIME	0.0	99	TRINITY_DN799_c0_g1	-0.277671728174164	0.295746456790204	0.0327507002282731	0.971491608666178	0.0345523099093114	0.930328462014693	-0.0953552379203516	0.742859798800989	-0.196936238838893	0.154261920319721	-0.196179983590948	0.264737415670711	1	2
sp|B5U2W0|VSP_BOMIG	1.56e-16	85	TRINITY_DN9042_c0_g1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|I7GQA7|PA2_XYLAI	1.16e-45	95	TRINITY_DN9771_c0_g1	0.382084119541282	0.864891470699774	0.485986714578724	0.807251597338831	0.571843303355332	1	0.77444360752059	1	0.046573871893569	1	0.135078923645202	1	NA	NA
