transcript	homolog	mean_AD	mean_CT	logFC	padj	module_AD	module_CT
TRINITY_DN2305_c0_g1	sp|Q589G4|VKT19_ANOSM	144.759658404687	160.234776574625	0.277167353601904	0.452157238878169	3	4
TRINITY_DN2305_c0_g1	sp|Q589G4|VKT19_ANOSM	144.759658404687	160.234776574625	0.277167353601904	0.452157238878169	3	4
TRINITY_DN2305_c0_g1	sp|Q589G4|VKT19_ANOSM	144.759658404687	160.234776574625	0.277167353601904	0.452157238878169	3	4
TRINITY_DN2305_c0_g1	sp|Q589G4|VKT19_ANOSM	144.759658404687	160.234776574625	0.277167353601904	0.452157238878169	3	4
TRINITY_DN2305_c0_g1	sp|Q589G4|VKT19_ANOSM	144.759658404687	160.234776574625	0.277167353601904	0.452157238878169	3	4
TRINITY_DN2305_c0_g1	sp|Q589G4|VKT19_ANOSM	144.759658404687	160.234776574625	0.277167353601904	0.452157238878169	3	4
TRINITY_DN2305_c0_g1	sp|Q589G4|VKT19_ANOSM	144.759658404687	160.234776574625	0.277167353601904	0.452157238878169	3	4
TRINITY_DN2305_c0_g1	sp|Q589G4|VKT19_ANOSM	144.759658404687	160.234776574625	0.277167353601904	0.452157238878169	3	4
TRINITY_DN23208_c0_g1	sp|Q7M4I3|SP4_BOMPE	-	-	-	-	notGCN	notGCN
TRINITY_DN236_c0_g6	sp|B2D0J5|EST6_APIME	206.573933108612	550.944920890832	2.09188650940454	4.80298699492495e-11	1	3
TRINITY_DN239_c0_g1	sp|B2D0J5|EST6_APIME	209.319567091057	192.777631095815	-0.244986494602053	0.194493161348173	11	41
TRINITY_DN2425_c0_g1	sp|B2D0J5|EST6_APIME	180.022614819525	104.230586273456	-2.602207199535	9.03757446563626e-09	notGCN	4
TRINITY_DN2438_c0_g1	sp|Q5BLY5|ACPH1_APIME	807.281220403657	1064.10157583087	0.707063739568873	0.00191147062574822	1	3
TRINITY_DN2438_c0_g2	sp|Q5BLY5|ACPH1_APIME	15.0346525190885	161.774935110394	4.23560915562234	3.59900731974573e-18	1	3
TRINITY_DN2441_c0_g2	sp|Q7M4I3|SP4_BOMPE	0.781852810540624	297.637491309151	8.83079491371865	1.5892692475499e-33	7	notGCN
TRINITY_DN2476_c0_g1	sp|Q08169|HUGA_APIME	124.755905956637	235.371655181567	1.45109215803231	8.34068962320823e-05	3	23
TRINITY_DN2476_c0_g2	sp|Q08169|HUGA_APIME	18.7930699476423	24.2554840552817	0.639831958884303	0.18615080693364	notGCN	35
TRINITY_DN248_c0_g1	sp|Q7M4I3|SP4_BOMPE	413.579168501908	635.562184634415	1.04757690116343	2.73987439514933e-10	3	23
TRINITY_DN24_c0_g1	sp|Q8MQS8|SP34_APIME	2392.54461590543	2829.95541892558	0.446129539332161	0.156216107427789	3	16
TRINITY_DN256_c2_g1	sp|B2D0J5|EST6_APIME	407.220479334647	233.603533613422	-2.71314173500657	3.80333047631077e-12	11	41
TRINITY_DN2593_c0_g1	sp|Q8MQS8|SP34_APIME	24.7607645412712	104.130425034694	2.84766623955148	7.93272542416049e-15	14	15
TRINITY_DN2622_c0_g1	sp|Q5BLY5|ACPH1_APIME	3.91411941564001	200.270780574637	6.38449172108199	1.6563174856142e-28	15	notGCN
TRINITY_DN2719_c0_g1	sp|A2VBC4|PA1_POLPI	1700.58381657298	904.132078974034	-3.86774522546298	4.72719071000523e-15	1	16
TRINITY_DN2721_c0_g1	sp|B5AJT4|VMP03_EULPE	85.596174972302	68.6768502503686	-0.721194199501084	0.0208297976344739	3	32
TRINITY_DN27389_c0_g1	sp|Q8T0W0|CVP6_PIMHY	-	-	-	-	notGCN	notGCN
TRINITY_DN2745_c0_g2	sp|P00630|PA2_APIME	157.186325265888	295.769046288867	1.42995433137934	0.00585623539696748	9	18
TRINITY_DN2844_c0_g1	sp|Q5BLY5|ACPH1_APIME	850.725910330051	1234.8300823648	0.922968127765245	8.85724695646263e-05	2	2
TRINITY_DN2886_c0_g1	sp|Q8MMG9|TREA_PIMHY	1068.3378348873	793.773038100505	-1.0327416132813	0.000101149606085228	14	1
TRINITY_DN2905_c0_g2	sp|Q7M4I3|SP4_BOMPE	10.5981982558778	7503.79897793924	9.45318986471785	7.44144040220535e-29	7	notGCN
TRINITY_DN2934_c0_g1	sp|A0A6G9KJM3|TX18A_MANRB	100.30747554159	92.6498347329594	-0.23143364351163	0.511763558057709	6	9
TRINITY_DN3002_c0_g2	sp|P0DPT0|VEST1_VESTR	-	-	-	-	notGCN	notGCN
TRINITY_DN3072_c0_g1	sp|B2D0J5|EST6_APIME	1055.063729218	2191.96020254123	1.65070344209896	4.44245276642951e-18	13	3
TRINITY_DN3119_c0_g1	sp|A0A6M6RE84|SECP_TETBN	42.110280945992	364.40738460799	3.8868037619735	1.67453900407541e-12	13	3
TRINITY_DN3123_c0_g2	sp|Q8MQS8|SP34_APIME	115.976793892513	95.9392264411054	-0.602411395796506	0.2128332171423	notGCN	10
TRINITY_DN32796_c0_g1	sp|Q7M4I3|SP4_BOMPE	-	-	-	-	notGCN	notGCN
TRINITY_DN33023_c0_g1	sp|B5U2W0|VSP_BOMIG	-	-	-	-	notGCN	notGCN
TRINITY_DN3314_c0_g2	sp|P0DSI3|VA3_DINQU	477.379863036692	385.676466362477	-0.689489904573641	0.0856418742640105	11	16
TRINITY_DN33321_c0_g1	sp|P35780|VA5_POLFU	-	-	-	-	notGCN	notGCN
TRINITY_DN33789_c0_g1	sp|A9YME1|VA5_MICHY	-	-	-	-	notGCN	notGCN
TRINITY_DN33789_c0_g2	sp|A9YME1|VA5_MICHY	-	-	-	-	notGCN	notGCN
TRINITY_DN3567_c0_g1	sp|C0HLL3|PA1_VESVE	197.315430813818	521.668185674255	2.09253738021037	3.11466761357044e-34	2	13
TRINITY_DN3645_c0_g1	sp|Q7M4I3|SP4_BOMPE	304.987243389301	625.881557431912	1.62944934168663	1.31033537611584e-34	1	1
TRINITY_DN382_c0_g1	sp|Q7Z269|SP4_POLDO	177995.524567573	89016.1512093288	-11.0323230024982	7.02379050053482e-39	notGCN	16
TRINITY_DN3944_c0_g1	sp|B2D0J4|VDPP4_APIME	71.149153525256	321.2225336782	2.9666625369164	7.27808633405242e-19	9	18
TRINITY_DN4203_c0_g1	sp|B2D0J5|EST6_APIME	196.983123825137	398.164723992611	1.59672702001968	1.10146170647535e-11	8	11
TRINITY_DN4241_c0_g2	sp|Q7Z269|SP4_POLDO	19.2522437586379	9.62612187931893	-4.85772742446962	0.00114216598619976	notGCN	16
TRINITY_DN4241_c0_g3	sp|Q7Z269|SP4_POLDO	150.560239418381	75.2801197091907	-8.15663515917996	5.54957371587546e-13	notGCN	16
TRINITY_DN440_c1_g2	sp|B5U2W0|VSP_BOMIG	1913.71974001487	3319.11928705947	1.29811337065395	3.86455811502073e-11	3	32
TRINITY_DN4446_c0_g1	sp|C9WMM5|VCP_APIME	0.31402161131294	420.141684347843	10.3188829128459	5.99296901570297e-44	7	notGCN
TRINITY_DN4484_c0_g2	sp|D1MEI8|MAS2B_EUMPO	106.051333862461	107.851931686381	0.0479951387533127	0.904844021119901	2	3
TRINITY_DN448_c0_g1	sp|Q7M4I3|SP4_BOMPE	227.926984127505	113.963492063752	-8.51876904927904	4.48771305027414e-14	notGCN	16
TRINITY_DN448_c0_g2	sp|Q8MQS8|SP34_APIME	137339.893569352	68692.266284205	-11.2883106673655	1.60463902522499e-136	2	16
TRINITY_DN455_c1_g1	sp|Q5BLY4|ICA_APIME	20525.8948801483	23100.522414626	0.321771148044123	0.146435121552474	9	3
TRINITY_DN461_c0_g1	sp|I7GQA7|PA2_XYLAI	373.410369634778	334.980177957436	-0.331209846951978	0.2326776522359	notGCN	2
TRINITY_DN463_c0_g1	sp|B1A4F7|VDDP4_VESVU	417.480616832512	505.24092912147	0.505741534966823	2.87273133707408e-05	9	2
TRINITY_DN496_c0_g1	sp|B5U2W0|VSP_BOMIG	544.185802417117	750.780142783269	0.809011682118571	0.00369435198614795	3	32
TRINITY_DN5194_c0_g1	sp|B5U2W0|VSP_BOMIG	1.48315743642461	40.4560475135013	4.58192539662298	0.000249136889195857	notGCN	notGCN
TRINITY_DN5349_c0_g1	sp|P35779|VA3_SOLRI	2038.29858043661	4279.89870141595	1.67123886263236	2.53377442873051e-19	2	2
TRINITY_DN5638_c0_g1	sp|B5U2W0|VSP_BOMIG	0.305201874644942	102.470043124196	7.98388862731587	6.07947813688658e-17	1	notGCN
TRINITY_DN5722_c1_g1	sp|B1A4F7|VDDP4_VESVU	398.34775641026	225.42204701922	-2.90949171620429	2.38245218908716e-35	5	41
TRINITY_DN5722_c1_g1	sp|B1A4F7|VDDP4_VESVU	398.34775641026	225.42204701922	-2.90949171620429	2.38245218908716e-35	5	41
TRINITY_DN5803_c0_g1	sp|P0CH47|PA1_VESMG	116.146626565213	70.3705992058197	-2.18042355919019	3.44501366919877e-06	notGCN	3
TRINITY_DN59090_c0_g1	sp|B5U2W0|VSP_BOMIG	-	-	-	-	notGCN	notGCN
TRINITY_DN603_c0_g1	sp|B5U2W0|VSP_BOMIG	1599.38403392204	4968.92267143804	2.36719873324088	1.69106631934289e-24	2	18
TRINITY_DN6199_c0_g1	sp|Q7M4I3|SP4_BOMPE	3.48286937662376	25.5116819320567	3.58748633744771	3.48347069100255e-08	10	notGCN
TRINITY_DN6213_c0_g1	sp|A0A6G9KJM3|TX18A_MANRB	20.5930337685398	22.1950362259785	0.197994281931856	0.8698198632298	notGCN	15
TRINITY_DN6536_c0_g2	sp|B5U2W0|VSP_BOMIG	248.146562048125	559.968602336966	1.80755072131265	1.11759107257106e-35	13	3
TRINITY_DN66554_c0_g1	sp|P51528|PA1_VESMC	-	-	-	-	notGCN	notGCN
TRINITY_DN6775_c0_g1	sp|Q5BLY5|ACPH1_APIME	4.31046081360679	21.1389059571139	2.70568395389937	1	notGCN	notGCN
TRINITY_DN68771_c0_g1	sp|B5U2W0|VSP_BOMIG	-	-	-	-	notGCN	notGCN
TRINITY_DN6898_c0_g1	sp|B5U2W0|VSP_BOMIG	-	-	-	-	notGCN	notGCN
TRINITY_DN68_c0_g1	sp|A0A6B9KZ52|CYS15_PLARH	2417.19380402072	3348.1984159972	0.822506833264209	2.50662629594332e-10	14	1
TRINITY_DN693_c0_g1	sp|D4P2Y4|VA52_POLPI	275.049548993396	247.752092540994	-0.315701821041616	0.427223791237881	2	15
TRINITY_DN702_c0_g3	sp|Q7M4I3|SP4_BOMPE	2650.61425660776	6020.41779789643	1.8206263819471	2.84614511592181e-38	13	1
TRINITY_DN7043_c0_g1	sp|Q7M4I3|SP4_BOMPE	11.1995712104905	9.1025312536432	-0.636015770063159	0.565366228584424	notGCN	notGCN
TRINITY_DN7068_c0_g1	sp|Q7M4I3|SP4_BOMPE	7.67433890516343	9.92905601738848	0.628717650564483	0.496319624346051	notGCN	notGCN
TRINITY_DN715_c0_g2	sp|Q7M4I5|PA2_APIDO	764.109239133943	419.172349092482	-3.33592407534739	1.49529583972639e-31	3	32
TRINITY_DN715_c1_g1	sp|Q9U6W0|PA1_POLAN	605.496651746867	1439.5850569395	1.8994181729261	4.73389686387048e-20	5	18
TRINITY_DN737_c0_g1	sp|Q5BLY5|ACPH1_APIME	718.849066739853	592.074644832619	-0.624753149912752	0.0124353914139141	1	2
TRINITY_DN7498_c0_g1	sp|Q7M4I3|SP4_BOMPE	11.6945628865978	16.5763570528883	0.841694467896626	0.138789519922871	notGCN	notGCN
TRINITY_DN755_c0_g4	sp|A0A6G9KJM3|TX18A_MANRB	62.4102927489126	38.6390987455089	-2.04793171769995	1.35029032820084e-09	notGCN	15
TRINITY_DN7593_c0_g1	sp|Q7M4I3|SP4_BOMPE	20.5701062549741	47.0965997051754	1.80673934404244	2.71523528188403e-06	1	1
TRINITY_DN7616_c0_g1	sp|B5U2W0|VSP_BOMIG	1.52480072263244	13.0962294727502	3.4644044331459	0.00155778059631816	notGCN	notGCN
TRINITY_DN7639_c0_g1	sp|Q5BLY5|ACPH1_APIME	29.327657238282	54.8904918283687	1.45140196541258	1.03853762285557e-08	2	3
TRINITY_DN7651_c0_g1	sp|P0CH86|PA1_VESSQ	33.7807427668381	20.1364227571179	-1.99907772994587	0.141533856578023	notGCN	notGCN
TRINITY_DN7746_c0_g2	sp|Q7M4I3|SP4_BOMPE	-	-	-	-	notGCN	notGCN
TRINITY_DN7752_c2_g1	sp|Q8T0W0|CVP6_PIMHY	-	-	-	-	notGCN	notGCN
TRINITY_DN7879_c0_g1	sp|P82971|PA2_BOMTE	18.9628718066285	21.9397092503495	0.382745757252316	0.485903669236416	2	18
TRINITY_DN79962_c0_g1	sp|P35785|VA5_VESPE	-	-	-	-	notGCN	notGCN
TRINITY_DN799_c0_g1	sp|C9WMM5|VCP_APIME	983.71872884776	1385.93730955909	0.85876685592457	8.44677507377123e-07	1	2
TRINITY_DN8693_c0_g1	sp|B5U2W0|VSP_BOMIG	-	-	-	-	notGCN	notGCN
TRINITY_DN896_c1_g1	sp|B2D0J5|EST6_APIME	67.0219193070019	50.4925282583471	-0.95942693268883	0.0753083954494895	notGCN	40
TRINITY_DN898_c0_g1	sp|Q8MQS8|SP34_APIME	15.3449008637832	299.061126670114	5.17196812376923	5.09150871790053e-50	7	notGCN
TRINITY_DN9042_c0_g1	sp|B5U2W0|VSP_BOMIG	-	-	-	-	notGCN	notGCN
TRINITY_DN9062_c0_g1	sp|P35775|VA2_SOLIN	1369.76154197592	13660.0680430092	4.12804632183264	1.00845615664769e-17	2	23
TRINITY_DN91285_c0_g1	sp|P35785|VA5_VESPE	-	-	-	-	notGCN	notGCN
TRINITY_DN9642_c0_g1	sp|Q7Z269|SP4_POLDO	-	-	-	-	notGCN	notGCN
TRINITY_DN9771_c0_g1	sp|I7GQA7|PA2_XYLAI	11.6451844990372	13.8761565372822	0.406976225626255	0.805558987043661	notGCN	notGCN
TRINITY_DN9802_c0_g1	sp|Q7M4I3|SP4_BOMPE	25.2094895397629	21.3938384264753	-0.481908187119428	0.645243216704866	2	17
